type,gender,vage,age,ageg,region,ee,num,cost
C,M,5,38,4,TJ,4.416,2,918
C,M,5,38,4,CQ,2.833,0,0
C,M,5,39,4,BJ,62.767,47,69871
C,M,5,39,4,SH,11.08,3,4105.5
C,M,5,39,4,SZ,12.953,4,5119.55
C,M,5,39,4,TJ,11.804,3,2021.5
C,M,5,39,4,CQ,2.798,2,765
C,M,5,40,4,BJ,67.426,49,98803
C,M,5,40,4,SH,11.699,7,9435.5
C,M,5,40,4,SZ,7.883,4,2469.25
C,M,5,40,4,TJ,1.497,0,0
C,M,5,40,4,CQ,5.571,2,807.5
C,M,5,41,5,BJ,60.7,46,67969.95
C,M,5,41,5,SH,15.008,7,7701
C,M,5,41,5,SZ,8.809,2,1014
C,M,5,41,5,TJ,4.392,2,1334.5
C,M,5,41,5,CQ,4.973,4,2919.75
C,M,5,42,5,BJ,67.47,50,94046.55
C,M,5,42,5,SH,7.803,6,24352.5
C,M,5,42,5,SZ,11.095,6,6795.75
C,M,5,42,5,TJ,4.117,5,4326.5
C,M,5,42,5,CQ,5.166,2,1219.75
C,M,5,43,5,BJ,46.291,32,73615.1
C,M,5,43,5,SH,9.383,6,7202.25
C,M,5,43,5,SZ,10.279,4,10354
C,M,5,43,5,TJ,4.092,5,2210
C,M,5,43,5,CQ,4.607,3,552.5
C,M,5,44,5,BJ,39.749,23,22472.7
C,M,5,44,5,SH,12.485,7,7480
C,M,5,44,5,SZ,4.801,1,686
C,M,5,44,5,TJ,1.537,1,702.95
C,M,5,44,5,CQ,2.427,0,0
C,M,5,45,5,BJ,43.851,44,60408.28
C,M,5,45,5,SH,8.518,2,8117.5
C,M,5,45,5,SZ,11.06,7,17510
C,M,5,45,5,TJ,3.159,3,7417.1
C,M,5,45,5,CQ,5.879,2,1997.5
C,M,5,46,5,BJ,64.274,65,93141.05
C,M,5,46,5,SH,13.448,8,7896.5
C,M,5,46,5,SZ,5.935,6,12340.05
C,M,5,46,5,TJ,4.2,3,4835.65
C,M,5,46,5,CQ,8.557,7,9389.95
C,M,5,47,5,BJ,72.749,39,119375.05
C,M,5,47,5,SH,11.536,6,8967.5
C,M,5,47,5,SZ,7.983,3,10541.7
C,M,5,47,5,TJ,1.247,1,799
C,M,5,47,5,CQ,3,1,1721.25
C,M,5,48,5,BJ,56.057,39,56412.7
C,M,5,48,5,SH,10.039,9,16328.5
C,M,5,48,5,SZ,5.647,2,1348
C,M,5,48,5,TJ,5.432,1,2499
C,M,5,48,5,CQ,2.123,0,0
C,M,5,49,5,BJ,34.079,27,27207.95
C,M,5,49,5,SH,9.761,5,6413.25
C,M,5,49,5,TJ,3.885,2,19354.5
C,M,5,49,5,CQ,3.975,0,0
C,M,5,50,5,BJ,28.126,26,36847.9
C,M,5,50,5,SH,11.341,12,119535.5
C,M,5,50,5,SZ,1.764,3,6875.65
C,M,5,50,5,TJ,1,0,0
C,M,5,50,5,CQ,1.203,1,127.5
C,M,5,51,6,BJ,27.625,23,54291.2
C,M,5,51,6,SH,9.793,8,35802
C,M,5,51,6,SZ,3.214,1,620.5
C,M,5,51,6,TJ,2.831,1,1870
C,M,5,51,6,CQ,2,0,0
C,M,5,52,6,BJ,29.738,34,82930.75
C,M,5,52,6,SH,9.086,7,9797.5
C,M,5,52,6,SZ,1.038,3,3060
C,M,5,52,6,TJ,1.17,0,0
C,M,5,53,6,BJ,29.67,29,27683.1
C,M,5,53,6,SH,11.519,5,5448.5
C,M,5,53,6,SZ,2.683,1,731
C,M,5,53,6,TJ,0.326,0,0
C,M,5,53,6,CQ,1.504,0,0
C,M,5,54,6,BJ,30.83,18,31611.5
C,M,5,54,6,SH,2.526,2,39780
C,M,5,54,6,SZ,2.395,1,765
C,M,5,54,6,TJ,2.912,2,1105
C,M,5,54,6,CQ,2.46,1,16659.15
C,M,5,55,6,BJ,21.468,9,22942.45
C,M,5,55,6,SH,8.999,7,29155
C,M,5,55,6,SZ,2.825,2,7517.4
C,M,5,55,6,TJ,0.347,0,0
C,M,5,55,6,CQ,1.233,1,340
C,M,5,56,6,BJ,23.776,17,12789.95
C,M,5,56,6,SH,5.936,0,0
C,M,5,56,6,SZ,3.474,1,674.73
C,M,5,56,6,TJ,2.885,3,14888.6
C,M,5,56,6,CQ,1,0,0
C,M,5,57,6,BJ,16.77,5,3854.75
C,M,5,57,6,SH,6.217,6,6177
C,M,5,57,6,SZ,1,0,0
C,M,5,57,6,TJ,1,0,0
C,M,5,57,6,CQ,3,3,1530
C,M,5,58,6,BJ,11.599,6,5485.05
C,M,5,58,6,SH,2.521,3,2975
C,M,5,58,6,SZ,1,0,0
C,M,5,58,6,TJ,0.975,0,0
C,M,5,59,6,BJ,17.049,14,103034.45
C,M,5,59,6,SH,2.4,0,0
C,M,5,59,6,CQ,1.295,1,3357.5
C,M,5,60,6,BJ,7.602,3,2575.5
C,M,5,60,6,SH,1.751,1,170
C,M,5,60,6,SZ,3,0,0
C,M,5,60,6,TJ,2,0,0
C,M,5,60,6,CQ,1,1,6588.35
C,M,5,61,7,BJ,8.197,3,1572.5
C,M,5,61,7,SH,3.975,0,0
C,M,5,61,7,SZ,1,1,799
C,M,5,62,7,BJ,9.387,9,16447.5
C,M,5,62,7,SH,3.307,1,595
C,M,5,62,7,SZ,1,0,0
C,M,5,63,7,BJ,5.679,3,3876
C,M,5,63,7,SH,2.729,1,506
C,M,5,63,7,SZ,0.219,0,0
C,M,5,63,7,TJ,0.701,0,0
C,M,5,64,7,BJ,4.318,7,6370.55
C,M,5,64,7,SH,4.192,4,5057.5
C,M,5,64,7,TJ,0.532,2,2720
C,M,5,65,7,BJ,1.809,1,1691.5
C,M,5,65,7,TJ,1,2,2745.5
C,M,5,65,7,CQ,1,0,0
C,M,5,66,7,BJ,0.732,0,0
C,M,5,66,7,SH,1,0,0
C,M,5,67,7,BJ,3,1,11359.4
C,M,5,67,7,SH,1,1,510
C,M,5,68,7,BJ,4.093,2,6623.2
C,M,5,68,7,TJ,0.03,0,0
C,M,5,69,7,BJ,2.225,2,1768
C,M,5,69,7,CQ,1,0,0
C,M,5,70,7,BJ,7.489,10,6577
C,M,5,70,7,CQ,3,2,5219
C,M,6,19,1,BJ,1.533,1,1232.5
C,M,6,20,1,BJ,1,0,0
C,M,6,21,2,BJ,4.389,5,27274.8
C,M,6,21,2,SH,0.841,0,0
C,M,6,21,2,SZ,0.467,1,1225
C,M,6,22,2,BJ,10.133,3,4041.75
C,M,6,22,2,CQ,0.775,0,0
C,M,6,23,2,BJ,5.209,9,7505.6
C,M,6,23,2,SH,1.312,0,0
C,M,6,23,2,SZ,0.47,0,0
C,M,6,24,2,BJ,10.804,7,5575.15
C,M,6,24,2,SH,2.393,1,1955
C,M,6,24,2,SZ,2,1,1130.5
C,M,6,25,2,BJ,17.889,10,119019.25
C,M,6,25,2,SZ,3,2,3887.05
C,M,6,25,2,TJ,0.556,0,0
C,M,6,26,3,BJ,13.14,16,37896.4
C,M,6,26,3,SH,1,0,0
C,M,6,26,3,SZ,1,0,0
C,M,6,26,3,CQ,1,0,0
C,M,6,27,3,BJ,28.446,28,32455.35
C,M,6,27,3,SH,3.466,0,0
C,M,6,27,3,SZ,3.816,3,1326
C,M,6,27,3,TJ,0.178,0,0
C,M,6,27,3,CQ,2.52,0,0
C,M,6,28,3,BJ,27.759,20,21393.65
C,M,6,28,3,SH,3.896,8,5457.8
C,M,6,28,3,SZ,0.077,0,0
C,M,6,28,3,TJ,0.205,1,2947.8
C,M,6,28,3,CQ,1.997,0,0
C,M,6,29,3,BJ,33.9,31,49958.2
C,M,6,29,3,SH,4.317,2,2720
C,M,6,29,3,SZ,2.659,1,510
C,M,6,29,3,TJ,1.059,1,840
C,M,6,30,3,BJ,36.741,32,47519.65
C,M,6,30,3,SH,5.515,2,1360
C,M,6,30,3,SZ,5.699,4,2350.5
C,M,6,30,3,CQ,0.488,0,0
C,M,6,31,4,BJ,51.433,33,43855.75
C,M,6,31,4,SH,3.34,4,29626.75
C,M,6,31,4,SZ,9.699,3,3085.5
C,M,6,31,4,TJ,1.085,0,0
C,M,6,31,4,CQ,1.156,1,1275
C,M,6,32,4,BJ,48.065,40,54699.85
C,M,6,32,4,SH,6.867,4,5023.5
C,M,6,32,4,SZ,3.034,1,765
C,M,6,32,4,TJ,2.014,1,340
C,M,6,33,4,BJ,38.564,46,64319.15
C,M,6,33,4,SH,3.883,3,6842.5
C,M,6,33,4,SZ,1.329,0,0
C,M,6,33,4,TJ,0.413,0,0
C,M,6,33,4,CQ,1.142,1,1275
C,M,6,34,4,BJ,46.277,37,40226.99
C,M,6,34,4,SH,3.318,4,7862.5
C,M,6,34,4,SZ,4.499,1,756.5
C,M,6,34,4,TJ,2.789,0,0
C,M,6,35,4,BJ,59.155,45,61622.14
C,M,6,35,4,SH,5.301,2,3995
C,M,6,35,4,SZ,9.648,7,11211.5
C,M,6,35,4,TJ,0.992,1,1317.5
C,M,6,35,4,CQ,2,2,1105
C,M,6,36,4,BJ,56.676,33,42293.07
C,M,6,36,4,SH,10.29,3,8712.5
C,M,6,36,4,SZ,4.84,3,3391.5
C,M,6,36,4,TJ,2,5,3878.55
C,M,6,36,4,CQ,1.861,0,0
C,M,6,37,4,BJ,54.608,43,75712.95
C,M,6,37,4,SH,6.793,2,1785
C,M,6,37,4,SZ,9.342,6,4235.85
C,M,6,37,4,TJ,2.589,0,0
C,M,6,37,4,CQ,1.367,1,824.5
C,M,6,38,4,BJ,56.343,53,114937.3
C,M,6,38,4,SH,11.236,7,12265.5
C,M,6,38,4,SZ,7.356,3,7182.5
C,M,6,38,4,TJ,2,2,1190
C,M,6,38,4,CQ,1,0,0
C,M,6,39,4,BJ,66.85,53,111053.53
C,M,6,39,4,SH,7.062,11,11602.5
C,M,6,39,4,SZ,7.759,6,8610.5
C,M,6,39,4,TJ,2.436,3,7487.99
C,M,6,39,4,CQ,3.71,3,1980.5
C,M,6,40,4,BJ,60.407,63,122234.3
C,M,6,40,4,SH,11.006,2,6800
C,M,6,40,4,SZ,9.757,7,11227.65
C,M,6,40,4,TJ,3.571,4,37084.22
C,M,6,40,4,CQ,4.071,1,340
C,M,6,41,5,BJ,63.234,57,56558.55
C,M,6,41,5,SH,7.392,4,10412.5
C,M,6,41,5,SZ,7.584,3,11052.55
C,M,6,41,5,TJ,3.321,1,986
C,M,6,41,5,CQ,7.792,9,11369.6
C,M,6,42,5,BJ,43.731,41,84910.8
C,M,6,42,5,SH,11.589,5,5322.5
C,M,6,42,5,SZ,6.957,3,2782.05
C,M,6,42,5,TJ,4.926,1,3527.5
C,M,6,42,5,CQ,4.61,3,1997.5
C,M,6,43,5,BJ,39.327,36,80738.04
C,M,6,43,5,SH,6.433,5,8117.5
C,M,6,43,5,SZ,5.166,3,2175.15
C,M,6,43,5,TJ,0.847,1,1530
C,M,6,43,5,CQ,0.203,0,0
C,M,6,44,5,BJ,46.918,50,43349.6
C,M,6,44,5,SH,3.716,1,1190
C,M,6,44,5,SZ,11.989,7,7256.4
C,M,6,44,5,TJ,2.343,1,3819.05
C,M,6,44,5,CQ,2.94,3,2535.05
C,M,6,45,5,BJ,51.254,34,81751.55
C,M,6,45,5,SH,6.152,4,10752.5
C,M,6,45,5,SZ,8.281,3,2268.2
C,M,6,45,5,TJ,2.61,1,4459.1
C,M,6,45,5,CQ,3.734,1,463.4
C,M,6,46,5,BJ,55.344,45,41822.9
C,M,6,46,5,SH,9.105,8,12089.13
C,M,6,46,5,SZ,8.219,1,637.5
C,M,6,46,5,TJ,4.058,0,0
C,M,6,46,5,CQ,2.37,1,591.5
C,M,6,47,5,BJ,64.038,54,104294.9
C,M,6,47,5,SH,7.883,4,2975
C,M,6,47,5,SZ,5.454,3,3425.5
C,M,6,47,5,TJ,4.694,0,0
C,M,6,47,5,CQ,2,0,0
C,M,6,48,5,BJ,49.582,32,43889.05
C,M,6,48,5,SH,11.075,0,0
C,M,6,48,5,SZ,3.839,2,3899.8
C,M,6,48,5,TJ,0.87,0,0
C,M,6,48,5,CQ,0.684,2,1360
C,M,6,49,5,BJ,34.328,27,31243.8
C,M,6,49,5,SH,4.093,8,6889.25
C,M,6,49,5,SZ,1.454,0,0
C,M,6,49,5,TJ,0.992,0,0
C,M,6,49,5,CQ,1,2,1360
C,M,6,50,5,BJ,28.202,23,28795.45
C,M,6,50,5,SH,14.456,11,10775.5
C,M,6,50,5,SZ,3,3,2377.45
C,M,6,50,5,TJ,3.045,2,9183.4
C,M,6,51,6,BJ,45.466,31,41143.1
C,M,6,51,6,SH,4.528,1,595
C,M,6,51,6,SZ,0.607,2,8031.65
C,M,6,51,6,TJ,0.527,0,0
C,M,6,51,6,CQ,1,0,0
C,M,6,52,6,BJ,34.902,29,33747.1
C,M,6,52,6,SH,7.234,3,3687.5
C,M,6,52,6,SZ,3,1,850
C,M,6,52,6,TJ,2.263,1,4192.2
C,M,6,52,6,CQ,4.844,0,0
C,M,6,53,6,BJ,30.308,23,29291.7
C,M,6,53,6,SH,8.811,4,3655
C,M,6,53,6,SZ,2,0,0
C,M,6,53,6,TJ,1,1,255
C,M,6,53,6,CQ,1.145,0,0
C,M,6,54,6,BJ,20.972,12,10740.6
C,M,6,54,6,SH,4.411,1,1085
C,M,6,54,6,SZ,3.786,5,11945.05
C,M,6,54,6,TJ,1.23,1,510
C,M,6,54,6,CQ,1.249,0,0
C,M,6,55,6,BJ,27.437,22,16199
C,M,6,55,6,SH,3.509,4,5526
C,M,6,55,6,SZ,5.375,1,275.4
C,M,6,55,6,TJ,3.184,2,8328.3
C,M,6,55,6,CQ,3.46,1,2037.26
C,M,6,56,6,BJ,28.618,24,70676.45
C,M,6,56,6,SH,4.002,4,2635
C,M,6,56,6,SZ,2.812,3,3488.5
C,M,6,56,6,TJ,1.044,0,0
C,M,6,56,6,CQ,1,0,0
C,M,6,57,6,BJ,16.736,19,14362.15
C,M,6,57,6,SH,5.496,4,3145
C,M,6,57,6,SZ,1.545,4,2685.62
C,M,6,57,6,TJ,0.694,1,663
C,M,6,57,6,CQ,2,1,2836.45
C,M,6,58,6,BJ,18.072,14,10863
C,M,6,58,6,SH,5.834,7,6562
C,M,6,58,6,CQ,2.481,1,476
C,M,6,59,6,BJ,4.95,2,960.5
C,M,6,59,6,SH,1,0,0
C,M,6,59,6,TJ,0.134,0,0
C,M,6,59,6,CQ,0.56,0,0
C,M,6,60,6,BJ,4.091,3,1989
C,M,6,60,6,SH,2.769,0,0
C,M,6,61,7,BJ,4.799,1,255
C,M,6,61,7,SH,3.877,0,0
C,M,6,61,7,CQ,1,0,0
C,M,6,62,7,BJ,7.989,6,5125.5
C,M,6,62,7,SH,3.414,1,1020
C,M,6,62,7,TJ,0.786,0,0
C,M,6,63,7,BJ,6.892,7,5318
C,M,6,63,7,SH,2.182,3,1785
C,M,6,64,7,BJ,8.701,4,2654.55
C,M,6,64,7,SH,1.878,0,0
C,M,6,65,7,BJ,4.072,1,709.75
C,M,6,65,7,SH,2.715,2,4658
C,M,6,66,7,BJ,5.82,1,255
C,M,6,66,7,SH,0.978,0,0
C,M,6,66,7,SZ,1,0,0
C,M,6,67,7,BJ,5.177,3,2680.9
C,M,6,67,7,SH,0.844,0,0
C,M,6,68,7,BJ,4.578,2,1394
C,M,6,69,7,BJ,0.29,0,0
C,M,6,70,7,BJ,3.466,1,1483.25
C,M,6,70,7,SH,0.304,0,0
C,M,7,19,1,BJ,1,1,1256.5
C,M,7,20,1,BJ,3.275,5,92242
C,M,7,20,1,SH,0.598,0,0
C,M,7,21,2,BJ,8.956,10,10382.75
C,M,7,21,2,CQ,1,0,0
C,M,7,22,2,BJ,3.584,4,12053
C,M,7,22,2,SZ,0.981,1,620.5
C,M,7,23,2,BJ,13.596,14,18111.6
C,M,7,23,2,SH,1,1,1275
C,M,7,24,2,BJ,5.363,4,3724.5
C,M,7,24,2,SH,0.962,0,0
C,M,7,25,2,BJ,16.539,14,33597.95
C,M,7,25,2,SH,0.899,0,0
C,M,7,25,2,SZ,1,2,2239.75
C,M,7,26,3,BJ,20.523,27,26515.2
C,M,7,26,3,SZ,0.468,1,1615
C,M,7,27,3,BJ,24.212,19,17401.25
C,M,7,27,3,SH,3.697,1,1275
C,M,7,27,3,SZ,0.584,0,0
C,M,7,28,3,BJ,23.91,26,58317.05
C,M,7,28,3,SH,4.47,5,8245
C,M,7,28,3,SZ,1,1,2120.75
C,M,7,28,3,TJ,0.101,0,0
C,M,7,29,3,BJ,38.927,39,57276.85
C,M,7,29,3,SH,3.377,2,3440
C,M,7,29,3,SZ,2,0,0
C,M,7,29,3,TJ,0.277,0,0
C,M,7,30,3,BJ,29.355,24,93238.85
C,M,7,30,3,SH,1.268,1,297.5
C,M,7,30,3,SZ,5.718,3,1810.5
C,M,7,30,3,TJ,1,0,0
C,M,7,30,3,CQ,0.458,0,0
C,M,7,31,4,BJ,37.389,32,39801.25
C,M,7,31,4,SH,1.487,3,30982.5
C,M,7,31,4,SZ,3.204,1,420
C,M,7,32,4,BJ,35.289,24,23721.1
C,M,7,32,4,SH,2.441,1,765
C,M,7,32,4,SZ,5.493,5,9188.5
C,M,7,32,4,CQ,0.022,0,0
C,M,7,33,4,BJ,39.968,28,42086.25
C,M,7,33,4,SH,2.447,0,0
C,M,7,33,4,SZ,5.066,0,0
C,M,7,33,4,TJ,0.268,0,0
C,M,7,34,4,BJ,44.278,32,97164.35
C,M,7,34,4,SH,1.719,2,1700
C,M,7,34,4,SZ,4.228,3,3782.5
C,M,7,35,4,BJ,39.025,39,65849.55
C,M,7,35,4,SH,4.879,1,510
C,M,7,35,4,SZ,5.612,3,5121.25
C,M,7,35,4,TJ,1.227,0,0
C,M,7,36,4,BJ,57.618,66,116540.6
C,M,7,36,4,SH,2.954,0,0
C,M,7,36,4,SZ,6.286,0,0
C,M,7,36,4,CQ,2.827,1,1151.75
C,M,7,37,4,BJ,48.609,40,71232.4
C,M,7,37,4,SH,3.457,3,5187.5
C,M,7,37,4,SZ,3.179,0,0
C,M,7,37,4,TJ,0.444,0,0
C,M,7,37,4,CQ,2.293,1,1649
C,M,7,38,4,BJ,45.795,36,64744.25
C,M,7,38,4,SH,4.042,3,3629.5
C,M,7,38,4,SZ,7.636,1,908.65
C,M,7,38,4,TJ,0.288,0,0
C,M,7,39,4,BJ,47.294,46,110546.05
C,M,7,39,4,SH,4.384,3,8602.5
C,M,7,39,4,SZ,9.8,7,34929.3
C,M,7,39,4,TJ,1.079,1,3646.5
C,M,7,39,4,CQ,1,0,0
C,M,7,40,4,BJ,55.252,36,259232.15
C,M,7,40,4,SH,3.506,0,0
C,M,7,40,4,SZ,6.97,3,1615
C,M,7,40,4,TJ,1.722,2,3301.5
C,M,7,40,4,CQ,3.259,1,7539.5
C,M,7,41,5,BJ,36.664,32,40653.35
C,M,7,41,5,SH,5.985,4,5670
C,M,7,41,5,SZ,9.962,4,2584
C,M,7,41,5,TJ,0.079,0,0
C,M,7,41,5,CQ,3.879,1,960.5
C,M,7,42,5,BJ,38.978,23,65373.05
C,M,7,42,5,SH,6.446,4,13651
C,M,7,42,5,SZ,4.669,4,4222.78
C,M,7,42,5,CQ,2.942,2,2040
C,M,7,43,5,BJ,45.373,32,110338.5
C,M,7,43,5,SH,4,2,2167.5
C,M,7,43,5,SZ,5.467,4,3614.2
C,M,7,43,5,CQ,2.085,0,0
C,M,7,44,5,BJ,40.491,37,38924.9
C,M,7,44,5,SH,7.25,5,8602
C,M,7,44,5,SZ,8.962,5,6094.5
C,M,7,44,5,TJ,0.137,0,0
C,M,7,44,5,CQ,3.099,2,1581
C,M,7,45,5,BJ,35.57,17,39555.35
C,M,7,45,5,SH,4.483,4,4735
C,M,7,45,5,SZ,9.81,3,11083.25
C,M,7,45,5,TJ,3.184,2,892.5
C,M,7,46,5,BJ,60.007,35,48938
C,M,7,46,5,SH,5.904,0,0
C,M,7,46,5,SZ,5.83,3,9249.7
C,M,7,46,5,TJ,3,1,3910
C,M,7,46,5,CQ,0.488,0,0
C,M,7,47,5,BJ,49.724,40,52607.35
C,M,7,47,5,SH,11.798,10,10497.5
C,M,7,47,5,SZ,5.759,4,1895.5
C,M,7,47,5,TJ,0.66,0,0
C,M,7,47,5,CQ,1,1,3680.5
C,M,7,48,5,BJ,46.057,31,59166.4
C,M,7,48,5,SH,4.192,3,10825
C,M,7,48,5,SZ,4.582,4,3971.2
C,M,7,48,5,TJ,1,1,6334.02
C,M,7,48,5,CQ,3,1,510
C,M,7,49,5,BJ,28.77,17,17524.85
C,M,7,49,5,SH,4.94,1,4165
C,M,7,49,5,SZ,4.553,2,2378
C,M,7,50,5,BJ,33.129,31,52279.95
C,M,7,50,5,SH,6.462,7,8240.75
C,M,7,50,5,SZ,0.674,1,1003
C,M,7,50,5,CQ,1,0,0
C,M,7,51,6,BJ,35.659,25,25790.2
C,M,7,51,6,SH,3.373,2,2550
C,M,7,51,6,SZ,4.238,4,2094.4
C,M,7,51,6,TJ,1,0,0
C,M,7,51,6,CQ,2,2,2278
C,M,7,52,6,BJ,33.908,29,32575.4
C,M,7,52,6,SH,4.516,0,0
C,M,7,52,6,SZ,1.811,1,595
C,M,7,52,6,TJ,0.142,0,0
C,M,7,53,6,BJ,23.741,22,21490.2
C,M,7,53,6,SH,5.096,6,7939.5
C,M,7,53,6,SZ,2,1,977.5
C,M,7,53,6,TJ,0.321,0,0
C,M,7,54,6,BJ,20.982,15,26567.6
C,M,7,54,6,SH,4.318,2,1912.5
C,M,7,54,6,SZ,3.272,0,0
C,M,7,54,6,TJ,0.142,0,0
C,M,7,54,6,CQ,0.778,0,0
C,M,7,55,6,BJ,27.143,15,18791.8
C,M,7,55,6,SH,5.336,3,2141.5
C,M,7,55,6,SZ,2.249,0,0
C,M,7,55,6,TJ,1.385,1,531.25
C,M,7,56,6,BJ,19.021,23,20109.25
C,M,7,56,6,SH,3.156,3,4182
C,M,7,56,6,SZ,1.339,0,0
C,M,7,56,6,TJ,0.459,0,0
C,M,7,56,6,CQ,1,0,0
C,M,7,57,6,BJ,18.552,21,27962.95
C,M,7,57,6,SH,0.943,0,0
C,M,7,57,6,SZ,0.781,1,1917.6
C,M,7,57,6,CQ,0.686,1,1275
C,M,7,58,6,BJ,18.698,18,31855.6
C,M,7,58,6,SH,2.78,0,0
C,M,7,58,6,SZ,1.197,1,1955
C,M,7,58,6,TJ,0.482,0,0
C,M,7,58,6,CQ,0.557,0,0
C,M,7,59,6,BJ,8.445,3,1257.15
C,M,7,59,6,SH,1.09,0,0
C,M,7,60,6,BJ,13.169,16,21338.4
C,M,7,60,6,SH,0.825,0,0
C,M,7,60,6,SZ,2.959,0,0
C,M,7,60,6,TJ,0.247,0,0
C,M,7,60,6,CQ,0.675,0,0
C,M,7,61,7,BJ,7.534,3,1402.5
C,M,7,61,7,SH,1.312,0,0
C,M,7,61,7,SZ,2,0,0
C,M,7,61,7,TJ,0.285,0,0
C,M,7,62,7,BJ,4.717,5,3639.7
C,M,7,62,7,SH,0.415,0,0
C,M,7,62,7,SZ,1.296,0,0
C,M,7,62,7,TJ,0.464,0,0
C,M,7,63,7,BJ,6.1,6,5384.75
C,M,7,63,7,SH,0.792,0,0
C,M,7,64,7,BJ,9.124,5,4505
C,M,7,64,7,SH,1,1,170
C,M,7,65,7,BJ,1,0,0
C,M,7,65,7,SH,0.727,0,0
C,M,7,66,7,BJ,3.715,4,3014.5
C,M,7,66,7,CQ,1,0,0
C,M,7,67,7,BJ,2.658,0,0
C,M,7,67,7,SH,1,0,0
C,M,7,69,7,BJ,1.496,2,1232.5
C,M,7,69,7,SZ,1.274,0,0
C,M,7,70,7,BJ,7.922,6,9146
C,M,7,70,7,SZ,2.385,0,0
C,M,7,70,7,CQ,1.301,1,510
C,M,8,18,1,BJ,0.493,0,0
C,M,8,19,1,BJ,1.741,1,3939.75
C,M,8,21,2,BJ,2.661,0,0
C,M,8,21,2,SZ,1.685,0,0
C,M,8,22,2,BJ,1.485,4,16766.25
C,M,8,23,2,BJ,5.171,11,63433.8
C,M,8,23,2,SZ,0.71,0,0
C,M,8,24,2,BJ,9.973,7,19015.35
C,M,8,24,2,SZ,0.795,0,0
C,M,8,25,2,BJ,11.133,9,13541.35
C,M,8,26,3,BJ,9.498,10,12327.75
C,M,8,26,3,SH,0.115,0,0
C,M,8,26,3,SZ,2,3,3612.5
C,M,8,27,3,BJ,18.007,20,60259.05
C,M,8,27,3,SH,0.776,0,0
C,M,8,27,3,SZ,0.121,0,0
C,M,8,28,3,BJ,23.015,23,26109.9
C,M,8,28,3,SH,0.416,0,0
C,M,8,28,3,CQ,1,1,340
C,M,8,29,3,BJ,21.433,17,15386.7
C,M,8,29,3,SH,1.552,1,1275
C,M,8,29,3,CQ,0.395,0,0
C,M,8,30,3,BJ,28.161,25,33471.75
C,M,8,30,3,SH,1.02,0,0
C,M,8,30,3,SZ,2.529,1,680
C,M,8,30,3,TJ,0.079,0,0
C,M,8,31,4,BJ,19.937,16,26642.4
C,M,8,31,4,SH,1.014,0,0
C,M,8,31,4,SZ,5.213,3,3357.5
C,M,8,31,4,CQ,0.921,0,0
C,M,8,32,4,BJ,24.209,17,35151.75
C,M,8,32,4,SH,1.548,0,0
C,M,8,32,4,SZ,1,1,1020
C,M,8,32,4,TJ,0.497,1,1402.5
C,M,8,33,4,BJ,32.364,32,58311.7
C,M,8,33,4,SH,0.743,1,212.5
C,M,8,33,4,SZ,0.425,2,6638.5
C,M,8,34,4,BJ,25.3,29,53407.94
C,M,8,34,4,SH,4.313,1,340
C,M,8,34,4,SZ,1.293,0,0
C,M,8,34,4,TJ,0.181,0,0
C,M,8,35,4,BJ,23.703,24,37214.35
C,M,8,35,4,SZ,2.126,1,1062.5
C,M,8,36,4,BJ,30.765,19,15471.7
C,M,8,36,4,SH,2.568,1,1615
C,M,8,36,4,SZ,6.626,5,3602.3
C,M,8,36,4,TJ,1.369,0,0
C,M,8,36,4,CQ,1,2,1300.5
C,M,8,37,4,BJ,32.529,14,14451.55
C,M,8,37,4,SH,3.181,0,0
C,M,8,37,4,SZ,1.598,0,0
C,M,8,38,4,BJ,35.106,20,47890.6
C,M,8,38,4,SH,1.919,0,0
C,M,8,38,4,SZ,5.155,1,511.7
C,M,8,38,4,TJ,0.033,0,0
C,M,8,39,4,BJ,44.776,37,50214.6
C,M,8,39,4,SH,4.071,3,2745.5
C,M,8,39,4,SZ,7.344,0,0
C,M,8,39,4,TJ,0.389,0,0
C,M,8,40,4,BJ,47.266,37,42917.7
C,M,8,40,4,SH,2.292,0,0
C,M,8,40,4,SZ,3.589,0,0
C,M,8,40,4,CQ,0.981,1,1453.14
C,M,8,41,5,BJ,32.742,17,33701.25
C,M,8,41,5,SH,3.801,5,4802.5
C,M,8,41,5,SZ,6.78,2,2618
C,M,8,41,5,TJ,0.69,0,0
C,M,8,41,5,CQ,2,2,3811.4
C,M,8,42,5,BJ,37.201,21,31267.1
C,M,8,42,5,SH,5.421,1,99.75
C,M,8,42,5,SZ,5.332,2,1487.5
C,M,8,42,5,TJ,0.036,0,0
C,M,8,42,5,CQ,1,0,0
C,M,8,43,5,BJ,23.916,16,60811.95
C,M,8,43,5,SH,0.735,0,0
C,M,8,43,5,SZ,5.027,4,3150.1
C,M,8,43,5,TJ,1.227,0,0
C,M,8,43,5,CQ,2,0,0
C,M,8,44,5,BJ,31.242,26,24365.25
C,M,8,44,5,SH,2.835,0,0
C,M,8,44,5,SZ,4.088,0,0
C,M,8,44,5,TJ,0.493,0,0
C,M,8,45,5,BJ,30.438,19,40385.5
C,M,8,45,5,SH,3.448,3,2550
C,M,8,45,5,SZ,6.736,2,1105
C,M,8,45,5,CQ,1.978,1,212.5
C,M,8,46,5,BJ,37.315,23,36861.9
C,M,8,46,5,SH,5.559,6,8015.5
